H&E,ps,18-03-2025,-,-,-,0,18-03-2025 17:53:14.259,March,Protorun Started,392
H&E,ps,18-03-2025,-,-,-,30,18-03-2025 17:53:24.572,March,30 - Temperature set to device,392
H&E,ps,18-03-2025,-,-,-,0,18-03-2025 17:53:25.835,March,Heater Switched On ,392
H&E,ps,18-03-2025,-,-,-,0,18-03-2025 17:53:26.941,March,Heater Door Closed,392
H&E,ps,18-03-2025,-,-,-,545,18-03-2025 17:53:27.465,March,Device temperature ,392
H&E,ps,18-03-2025,W1,Tap Water,--,0,18-03-2025 17:53:37.735,March,Water Valve : 1 is Off,392
H&E,ps,18-03-2025,W2,Tap Water,--,0,18-03-2025 17:53:38.498,March,Water Valve : 2 is Off,392
H&E,ps,18-03-2025,W3,Tap Water,--,0,18-03-2025 17:53:39.268,March,Water Valve : 3 is Off,392
H&E,ps,18-03-2025,W4,Tap Water,--,0,18-03-2025 17:53:40.025,March,Water Valve : 4 is Off,392
H&E,ps,18-03-2025,W5,Tap Water,--,0,18-03-2025 17:53:40.785,March,Water Valve : 5 is Off,392
H&E,ps,18-03-2025,W6,Tap Water,--,0,18-03-2025 17:53:41.544,March,Water Valve : 6 is Off,392
H&E,ps,18-03-2025,-,-,-,0,18-03-2025 17:54:31.375,March,,392
H&E,ps,18-03-2025,-,-,-,447,18-03-2025 17:54:36.667,March,Device temperature ,392
H&E,ps,18-03-2025,-,-,-,447,18-03-2025 17:54:41.323,March,Device temperature ,392
H&E,ps,18-03-2025,-,-,-,447,18-03-2025 17:54:51.601,March,Device temperature ,392
H&E,ps,18-03-2025,-,-,-,447,18-03-2025 17:55:01.868,March,Device temperature ,392
H&E,ps,18-03-2025,-,-,-,447,18-03-2025 17:55:12.120,March,Device temperature ,392
H&E,ps,18-03-2025,-,-,-,447,18-03-2025 17:55:22.399,March,Device temperature ,392
-----------------------------------------------------------------------------------------------------
H&E,ps,18-03-2025,-,-,-,0,18-03-2025 18:01:38.653,March,Protorun Started,393
H&E,ps,18-03-2025,-,-,-,30,18-03-2025 18:02:05.737,March,30 - Temperature set to device,393
H&E,ps,18-03-2025,-,-,-,0,18-03-2025 18:02:12.236,March,Heater Switched On ,393
H&E,ps,18-03-2025,-,-,-,0,18-03-2025 18:04:18.462,March,Protorun Started,394
H&E,ps,18-03-2025,-,-,-,30,18-03-2025 18:04:28.693,March,30 - Temperature set to device,394
H&E,ps,18-03-2025,-,-,-,0,18-03-2025 18:04:29.960,March,Heater Switched On ,394
H&E,ps,18-03-2025,-,-,-,0,18-03-2025 18:04:31.057,March,Heater Door Closed,394
H&E,ps,18-03-2025,-,-,-,545,18-03-2025 18:04:31.490,March,Device temperature ,394
H&E,ps,18-03-2025,W1,Tap Water,--,0,18-03-2025 18:04:41.764,March,Water Valve : 1 is Off,394
H&E,ps,18-03-2025,W2,Tap Water,--,0,18-03-2025 18:04:42.527,March,Water Valve : 2 is Off,394
H&E,ps,18-03-2025,W3,Tap Water,--,0,18-03-2025 18:04:43.315,March,Water Valve : 3 is Off,394
H&E,ps,18-03-2025,W4,Tap Water,--,0,18-03-2025 18:04:44.085,March,Water Valve : 4 is Off,394
H&E,ps,18-03-2025,W5,Tap Water,--,0,18-03-2025 18:04:44.842,March,Water Valve : 5 is Off,394
H&E,ps,18-03-2025,W6,Tap Water,--,0,18-03-2025 18:04:45.612,March,Water Valve : 6 is Off,394
H&E,ps,18-03-2025,-,-,-,0,18-03-2025 18:04:57.982,March,Heater Switched Off ,394
____________________________________________________________________________________________________
H&E,ps,18-03-2025,-,-,-,0,18-03-2025 18:08:33.394,March,Protorun Started,395
H&E,ps,18-03-2025,-,-,-,30,18-03-2025 18:08:43.649,March,30 - Temperature set to device,395
H&E,ps,18-03-2025,-,-,-,0,18-03-2025 18:08:44.926,March,Heater Switched On ,395
H&E,ps,18-03-2025,-,-,-,0,18-03-2025 18:08:46.026,March,Heater Door Closed,395
H&E,ps,18-03-2025,-,-,-,545,18-03-2025 18:08:46.455,March,Device temperature ,395
H&E,ps,18-03-2025,W1,Tap Water,--,0,18-03-2025 18:08:56.715,March,Water Valve : 1 is Off,395
H&E,ps,18-03-2025,W2,Tap Water,--,0,18-03-2025 18:08:57.489,March,Water Valve : 2 is Off,395
H&E,ps,18-03-2025,W3,Tap Water,--,0,18-03-2025 18:08:58.248,March,Water Valve : 3 is Off,395
H&E,ps,18-03-2025,W4,Tap Water,--,0,18-03-2025 18:08:59.023,March,Water Valve : 4 is Off,395
H&E,ps,18-03-2025,W5,Tap Water,--,0,18-03-2025 18:08:59.776,March,Water Valve : 5 is Off,395
H&E,ps,18-03-2025,W6,Tap Water,--,0,18-03-2025 18:09:00.552,March,Water Valve : 6 is Off,395
H&E,ps,18-03-2025,-,-,-,0,18-03-2025 18:09:44.069,March,Heater Switched Off ,395
