H&E,ps,04-03-2025,-,-,-,0,04-03-2025 12:23:24.806,March,Protorun Started,320
H&E,ps,04-03-2025,-,-,-,30,04-03-2025 12:23:35.066,March,30 - Temperature set to device,320
H&E,ps,04-03-2025,-,-,-,0,04-03-2025 12:23:36.340,March,Heater Switched On ,320
H&E,ps,04-03-2025,-,-,-,0,04-03-2025 12:23:37.763,March,Heater Door Closed,320
H&E,ps,04-03-2025,-,-,-,545,04-03-2025 12:23:38.183,March,Device temperature ,320
H&E,ps,04-03-2025,W1,Tap Water,--,0,04-03-2025 12:23:43.466,March,Water Valve : 1 is Off,320
H&E,ps,04-03-2025,W2,Tap Water,--,0,04-03-2025 12:23:44.242,March,Water Valve : 2 is Off,320
H&E,ps,04-03-2025,W3,Tap Water,--,0,04-03-2025 12:23:45.001,March,Water Valve : 3 is Off,320
H&E,ps,04-03-2025,W4,Tap Water,--,0,04-03-2025 12:23:45.774,March,Water Valve : 4 is Off,320
H&E,ps,04-03-2025,W5,Tap Water,--,0,04-03-2025 12:23:46.534,March,Water Valve : 5 is Off,320
H&E,ps,04-03-2025,W6,Tap Water,--,0,04-03-2025 12:23:47.291,March,Water Valve : 6 is Off,320
H&E,ps,04-03-2025,-,-,-,0,04-03-2025 12:24:01.316,March,Home Reached,320
H&E,ps,04-03-2025,-,-,-,0,04-03-2025 12:24:17.175,March,Home Reached,320
H&E,ps,04-03-2025,L1,-,-,0,04-03-2025 12:24:22.237,March,Liquid Level - 500,320
H&E,ps,04-03-2025,L2,-,-,0,04-03-2025 12:24:24.860,March,Liquid Level - 500,320
H&E,ps,04-03-2025,L3,-,-,0,04-03-2025 12:24:27.650,March,Liquid Level - 500,320
H&E,ps,04-03-2025,-,-,-,0,04-03-2025 12:24:41.384,March,Home Reached,320
H&E,ps,04-03-2025,-,-,-,0,04-03-2025 12:24:57.251,March,Home Reached,320
