Home Command,ps,16-08-2024,-,-,-,0,16-08-2024 15:32:25.340,August,Home Reached,0
DPFZ,ps,16-08-2024,-,-,-,0,16-08-2024 15:36:46.596,August,Protorun Started,14
DPFZ,ps,16-08-2024,-,-,-,0,16-08-2024 15:37:18.035,August,Protorun Stopped,14
Home Command,ps,16-08-2024,-,-,-,0,16-08-2024 15:38:36.338,August,Home Reached,0
Home Command,ps,16-08-2024,-,-,-,0,16-08-2024 15:38:36.385,August,,0
Home Command,ps,16-08-2024,-,-,-,0,16-08-2024 15:38:38.622,August,Home Reached,0
Home Command,ps,16-08-2024,-,-,-,0,16-08-2024 15:38:38.751,August,,0
Home Command,ps,16-08-2024,U1,-,-,0,16-08-2024 15:38:45.367,August,Liquid Level - 2481,0
Home Command,ps,16-08-2024,U2,-,-,0,16-08-2024 15:38:48.061,August,Liquid Level - 2492,0
Home Command,ps,16-08-2024,U3,-,-,0,16-08-2024 15:38:50.607,August,Liquid Level - 2487,0
Home Command,ps,16-08-2024,U4,-,-,0,16-08-2024 15:38:53.161,August,Liquid Level - 2489,0
Level Sense,ps,16-08-2024,U5,-,-,0,16-08-2024 15:38:58.553,August,Liquid Level - 2485,0
Level Sense,ps,16-08-2024,U6,-,-,0,16-08-2024 15:39:01.358,August,Liquid Level - 2478,0
Level Sense,ps,16-08-2024,J1,-,-,0,16-08-2024 15:39:07.592,August,Liquid Level - 2483,0
Level Sense,ps,16-08-2024,J2,-,-,0,16-08-2024 15:39:10.406,August,Liquid Level - 2486,0
Level Sense,ps,16-08-2024,J3,-,-,0,16-08-2024 15:39:12.970,August,Liquid Level - 2494,0
Level Sense,ps,16-08-2024,J4,-,-,0,16-08-2024 15:39:15.516,August,Liquid Level - 2489,0
Level Sense,ps,16-08-2024,J5,-,-,0,16-08-2024 15:39:18.080,August,Liquid Level - 2498,0
Level Sense,ps,16-08-2024,J6,-,-,0,16-08-2024 15:39:20.629,August,Liquid Level - 2494,0
Level Sense,ps,16-08-2024,J7,-,-,0,16-08-2024 15:39:23.197,August,Liquid Level - 2493,0
Level Sense,ps,16-08-2024,J8,-,-,0,16-08-2024 15:39:25.760,August,Liquid Level - 2503,0
Level Sense,ps,16-08-2024,J9,-,-,0,16-08-2024 15:39:28.314,August,Liquid Level - 2507,0
Level Sense,ps,16-08-2024,W1,-,-,0,16-08-2024 15:39:30.885,August,Liquid Level - 2480,0
Level Sense,ps,16-08-2024,W2,-,-,0,16-08-2024 15:39:33.439,August,Liquid Level - 2495,0
Level Sense,ps,16-08-2024,W3,-,-,0,16-08-2024 15:39:35.985,August,Liquid Level - 2475,0
Level Sense,ps,16-08-2024,J10,-,-,0,16-08-2024 15:39:38.544,August,Liquid Level - 2485,0
Level Sense,ps,16-08-2024,J11,-,-,0,16-08-2024 15:39:41.090,August,Liquid Level - 2500,0
Level Sense,ps,16-08-2024,J12,-,-,0,16-08-2024 15:39:43.640,August,Liquid Level - 2448,0
Level Sense,ps,16-08-2024,J13,-,-,0,16-08-2024 15:39:46.206,August,Liquid Level - 2471,0
Level Sense,ps,16-08-2024,J14,-,-,0,16-08-2024 15:39:48.942,August,Liquid Level - 2492,0
Level Sense,ps,16-08-2024,J15,-,-,0,16-08-2024 15:39:51.823,August,Liquid Level - 2497,0
Level Sense,ps,16-08-2024,J16,-,-,0,16-08-2024 15:39:54.377,August,Liquid Level - 2491,0
Level Sense,ps,16-08-2024,J17,-,-,0,16-08-2024 15:39:56.940,August,Liquid Level - 2496,0
Level Sense,ps,16-08-2024,W4,-,-,0,16-08-2024 15:39:59.496,August,Liquid Level - 2481,0
Level Sense,ps,16-08-2024,W5,-,-,0,16-08-2024 15:40:02.071,August,Liquid Level - 2487,0
Level Sense,ps,16-08-2024,W6,-,-,0,16-08-2024 15:40:04.625,August,Liquid Level - 2493,0
Level Sense,ps,16-08-2024,J18,-,-,0,16-08-2024 15:40:07.196,August,Liquid Level - 2493,0
Level Sense,ps,16-08-2024,J19,-,-,0,16-08-2024 15:40:09.752,August,Liquid Level - 2495,0
Level Sense,ps,16-08-2024,J20,-,-,0,16-08-2024 15:40:12.317,August,Liquid Level - 2500,0
Level Sense,ps,16-08-2024,J21,-,-,0,16-08-2024 15:40:14.874,August,Liquid Level - 2506,0
Level Sense,ps,16-08-2024,J22,-,-,0,16-08-2024 15:40:17.424,August,Liquid Level - 2505,0
Level Sense,ps,16-08-2024,J23,-,-,0,16-08-2024 15:40:19.986,August,Liquid Level - 2503,0
Level Sense,ps,16-08-2024,J24,-,-,0,16-08-2024 15:40:22.551,August,Liquid Level - 2506,0
Level Sense,ps,16-08-2024,J25,-,-,0,16-08-2024 15:40:25.118,August,Liquid Level - 2503,0
Level Sense,ps,16-08-2024,J26,-,-,0,16-08-2024 15:40:27.672,August,Liquid Level - 2474,0
Level Sense,ps,16-08-2024,J27,-,-,0,16-08-2024 15:40:33.559,August,Liquid Level - 2480,0
Level Sense,ps,16-08-2024,J28,-,-,0,16-08-2024 15:40:36.297,August,Liquid Level - 2539,0
Level Sense,ps,16-08-2024,J29,-,-,0,16-08-2024 15:40:38.860,August,Liquid Level - 2527,0
Level Sense,ps,16-08-2024,J30,-,-,0,16-08-2024 15:40:41.423,August,Liquid Level - 2527,0
Level Sense,ps,16-08-2024,J31,-,-,0,16-08-2024 15:40:43.983,August,Liquid Level - 2525,0
Level Sense,ps,16-08-2024,J32,-,-,0,16-08-2024 15:40:46.551,August,Liquid Level - 2552,0
Home Command,ps,16-08-2024,-,-,-,0,16-08-2024 15:48:23.552,August,Home Reached,0
Home Command,ps,16-08-2024,-,-,-,0,16-08-2024 15:48:26.264,August,Home Reached,0
Home Command,ps,16-08-2024,-,-,-,0,16-08-2024 15:48:26.306,August,,0
Home Command,ps,16-08-2024,U1,-,-,0,16-08-2024 15:48:32.999,August,Liquid Level - 2490,0
Home Command,ps,16-08-2024,U2,-,-,0,16-08-2024 15:48:35.705,August,Liquid Level - 2503,0
Level Sense,ps,16-08-2024,U3,-,-,0,16-08-2024 15:48:38.269,August,Liquid Level - 2497,0
Level Sense,ps,16-08-2024,U4,-,-,0,16-08-2024 15:48:40.832,August,Liquid Level - 2495,0
Level Sense,ps,16-08-2024,U5,-,-,0,16-08-2024 15:48:43.394,August,Liquid Level - 2491,0
Level Sense,ps,16-08-2024,U6,-,-,0,16-08-2024 15:48:45.955,August,Liquid Level - 2492,0
Level Sense,ps,16-08-2024,J1,-,-,0,16-08-2024 15:48:52.259,August,Liquid Level - 2497,0
Level Sense,ps,16-08-2024,J2,-,-,0,16-08-2024 15:48:55.064,August,Liquid Level - 2505,0
Level Sense,ps,16-08-2024,J3,-,-,0,16-08-2024 15:48:57.621,August,Liquid Level - 2508,0
Level Sense,ps,16-08-2024,J4,-,-,0,16-08-2024 15:49:00.185,August,Liquid Level - 2502,0
Level Sense,ps,16-08-2024,J5,-,-,0,16-08-2024 15:49:02.738,August,Liquid Level - 2505,0
Level Sense,ps,16-08-2024,J6,-,-,0,16-08-2024 15:49:05.296,August,Liquid Level - 2504,0
Level Sense,ps,16-08-2024,J7,-,-,0,16-08-2024 15:49:07.876,August,Liquid Level - 2503,0
Level Sense,ps,16-08-2024,J8,-,-,0,16-08-2024 15:49:10.437,August,Liquid Level - 2488,0
Level Sense,ps,16-08-2024,J9,-,-,0,16-08-2024 15:49:12.996,August,Liquid Level - 2503,0
Level Sense,ps,16-08-2024,W1,-,-,0,16-08-2024 15:49:15.549,August,Liquid Level - 2494,0
Level Sense,ps,16-08-2024,W2,-,-,0,16-08-2024 15:49:18.111,August,Liquid Level - 2491,0
Level Sense,ps,16-08-2024,W3,-,-,0,16-08-2024 15:49:20.676,August,Liquid Level - 2483,0
Level Sense,ps,16-08-2024,J10,-,-,0,16-08-2024 15:49:23.237,August,Liquid Level - 2486,0
Level Sense,ps,16-08-2024,J11,-,-,0,16-08-2024 15:49:25.805,August,Liquid Level - 2499,0
Level Sense,ps,16-08-2024,J12,-,-,0,16-08-2024 15:49:28.358,August,Liquid Level - 2453,0
Level Sense,ps,16-08-2024,J13,-,-,0,16-08-2024 15:49:30.915,August,Liquid Level - 2481,0
Level Sense,ps,16-08-2024,J14,-,-,0,16-08-2024 15:49:33.652,August,Liquid Level - 2493,0
Level Sense,ps,16-08-2024,J15,-,-,0,16-08-2024 15:49:36.535,August,Liquid Level - 2503,0
Level Sense,ps,16-08-2024,J16,-,-,0,16-08-2024 15:49:39.101,August,Liquid Level - 2504,0
Level Sense,ps,16-08-2024,J17,-,-,0,16-08-2024 15:49:41.657,August,Liquid Level - 2500,0
Level Sense,ps,16-08-2024,W4,-,-,0,16-08-2024 15:49:44.218,August,Liquid Level - 2492,0
Level Sense,ps,16-08-2024,W5,-,-,0,16-08-2024 15:49:46.766,August,Liquid Level - 2498,0
Level Sense,ps,16-08-2024,W6,-,-,0,16-08-2024 15:49:49.313,August,Liquid Level - 2502,0
Level Sense,ps,16-08-2024,J18,-,-,0,16-08-2024 15:49:51.880,August,Liquid Level - 2507,0
Level Sense,ps,16-08-2024,J19,-,-,0,16-08-2024 15:49:54.446,August,Liquid Level - 2500,0
Level Sense,ps,16-08-2024,J20,-,-,0,16-08-2024 15:49:57.003,August,Liquid Level - 2504,0
Level Sense,ps,16-08-2024,J21,-,-,0,16-08-2024 15:49:59.565,August,Liquid Level - 2508,0
Level Sense,ps,16-08-2024,J22,-,-,0,16-08-2024 15:50:02.127,August,Liquid Level - 2507,0
Level Sense,ps,16-08-2024,J23,-,-,0,16-08-2024 15:50:04.684,August,Liquid Level - 2494,0
Level Sense,ps,16-08-2024,J24,-,-,0,16-08-2024 15:50:07.236,August,Liquid Level - 2499,0
Level Sense,ps,16-08-2024,J25,-,-,0,16-08-2024 15:50:09.803,August,Liquid Level - 2492,0
Level Sense,ps,16-08-2024,J26,-,-,0,16-08-2024 15:50:12.381,August,Liquid Level - 2470,0
Level Sense,ps,16-08-2024,J27,-,-,0,16-08-2024 15:50:18.273,August,Liquid Level - 2472,0
Level Sense,ps,16-08-2024,J28,-,-,0,16-08-2024 15:50:21.006,August,Liquid Level - 2527,0
Level Sense,ps,16-08-2024,J29,-,-,0,16-08-2024 15:50:23.566,August,Liquid Level - 2514,0
Level Sense,ps,16-08-2024,J30,-,-,0,16-08-2024 15:50:26.127,August,Liquid Level - 2526,0
Level Sense,ps,16-08-2024,J31,-,-,0,16-08-2024 15:50:28.690,August,Liquid Level - 2520,0
Level Sense,ps,16-08-2024,J32,-,-,0,16-08-2024 15:50:31.237,August,Liquid Level - 2547,0
Level Sense,ps,16-08-2024,J33,-,-,0,16-08-2024 15:50:33.805,August,Liquid Level - 2543,0
Level Sense,ps,16-08-2024,H1,-,-,0,16-08-2024 15:50:38.061,August,Liquid Level - 3447,0
Level Sense,ps,16-08-2024,H2,-,-,0,16-08-2024 15:50:41.094,August,Liquid Level - 3433,0
Level Sense,ps,16-08-2024,H3,-,-,0,16-08-2024 15:50:44.152,August,Liquid Level - 3414,0
Level Sense,ps,16-08-2024,-,-,-,0,16-08-2024 15:50:57.395,August,Home Reached,0
Level Sense,ps,16-08-2024,-,-,-,0,16-08-2024 15:51:02.828,August,Home Reached,0
Level Sense,ps,16-08-2024,-,-,-,0,16-08-2024 15:51:02.840,August,,0
DPFZ,ps,16-08-2024,-,-,-,0,16-08-2024 15:51:20.065,August,Protorun Started,15
DPFZ,ps,16-08-2024,-,-,-,0,16-08-2024 15:51:24.449,August,Home Reached,15
DPFZ,ps,16-08-2024,-,-,-,0,16-08-2024 15:51:24.462,August,,15
DPFZ,ps,16-08-2024,-,-,-,0,16-08-2024 15:51:28.042,August,Home Reached,15
DPFZ,ps,16-08-2024,-,-,-,0,16-08-2024 15:51:28.055,August,,15
DPFZ,ps,16-08-2024,H1,-,-,0,16-08-2024 15:51:41.720,August,Liquid Level - 3452,15
DPFZ,ps,16-08-2024,H2,-,-,0,16-08-2024 15:51:44.645,August,Liquid Level - 3449,15
DPFZ,ps,16-08-2024,H3,-,-,0,16-08-2024 15:51:47.697,August,Liquid Level - 3439,15
DPFZ,ps,16-08-2024,L1,-,-,0,16-08-2024 15:51:51.888,August,Liquid Level - 261,15
DPFZ,ps,16-08-2024,L2,-,-,0,16-08-2024 15:51:54.658,August,Liquid Level - 277,15
DPFZ,ps,16-08-2024,L3,-,-,0,16-08-2024 15:51:57.229,August,Liquid Level - 249,15
DPFZ,ps,16-08-2024,-,-,-,0,16-08-2024 15:52:08.599,August,Home Reached,15
DPFZ,ps,16-08-2024,-,-,-,0,16-08-2024 15:52:09.027,August,Home Status - 11111111,15
DPFZ,ps,16-08-2024,-,-,-,0,16-08-2024 15:52:10.583,August,Home Reached,15
DPFZ,ps,16-08-2024,-,-,-,0,16-08-2024 15:52:58.336,August,Heater Door Closed,15
DPFZ,ps,16-08-2024,-,-,-,0,16-08-2024 15:52:58.556,August,,15
DPFZ,ps,16-08-2024,-,-,-,30,16-08-2024 15:52:58.918,August,30 - Temperature set to device,15
DPFZ,ps,16-08-2024,-,-,-,31,16-08-2024 15:52:59.487,August,Device temperature ,15
DPFZ,ps,16-08-2024,-,-,-,31,16-08-2024 15:53:05.542,August,Device temperature ,15
DPFZ,ps,16-08-2024,-,-,-,31,16-08-2024 15:53:06.592,August,Device temperature ,15
DPFZ,ps,16-08-2024,-,-,-,30,16-08-2024 15:53:07.591,August,Device temperature ,15
DPFZ,ps,16-08-2024,-,-,-,31,16-08-2024 15:53:08.589,August,Device temperature ,15
DPFZ,ps,16-08-2024,-,-,-,31,16-08-2024 15:53:09.590,August,Device temperature ,15
DPFZ,ps,16-08-2024,-,-,-,32,16-08-2024 15:53:10.589,August,Device temperature ,15
DPFZ,ps,16-08-2024,-,-,-,30,16-08-2024 15:53:11.590,August,Device temperature ,15
DPFZ,ps,16-08-2024,-,-,-,31,16-08-2024 15:53:12.591,August,Device temperature ,15
DPFZ,ps,16-08-2024,-,-,-,31,16-08-2024 15:53:13.590,August,Device temperature ,15
DPFZ,ps,16-08-2024,-,-,-,30,16-08-2024 15:53:14.590,August,Device temperature ,15
DPFZ,ps,16-08-2024,-,-,-,31,16-08-2024 15:53:15.588,August,Device temperature ,15
DPFZ,ps,16-08-2024,-,-,-,31,16-08-2024 15:53:16.598,August,Device temperature ,15
DPFZ,ps,16-08-2024,-,-,-,31,16-08-2024 15:53:17.591,August,Device temperature ,15
DPFZ,ps,16-08-2024,-,-,-,30,16-08-2024 15:53:18.593,August,Device temperature ,15
DPFZ,ps,16-08-2024,-,-,-,31,16-08-2024 15:53:19.594,August,Device temperature ,15
DPFZ,ps,16-08-2024,-,-,-,31,16-08-2024 15:53:20.589,August,Device temperature ,15
DPFZ,ps,16-08-2024,-,-,-,31,16-08-2024 15:53:21.595,August,Device temperature ,15
DPFZ,ps,16-08-2024,-,-,-,31,16-08-2024 15:53:22.593,August,Device temperature ,15
DPFZ,ps,16-08-2024,-,-,-,31,16-08-2024 15:53:23.591,August,Device temperature ,15
DPFZ,ps,16-08-2024,-,-,-,30,16-08-2024 15:53:24.591,August,Device temperature ,15
DPFZ,ps,16-08-2024,-,-,-,31,16-08-2024 15:53:25.587,August,Device temperature ,15
DPFZ,ps,16-08-2024,-,-,-,31,16-08-2024 15:53:26.590,August,Device temperature ,15
DPFZ,ps,16-08-2024,-,-,-,30,16-08-2024 15:53:27.589,August,Device temperature ,15
DPFZ,ps,16-08-2024,-,-,-,31,16-08-2024 15:53:28.603,August,Device temperature ,15
DPFZ,ps,16-08-2024,-,-,-,31,16-08-2024 15:53:29.597,August,Device temperature ,15
DPFZ,ps,16-08-2024,-,-,-,31,16-08-2024 15:53:30.591,August,Device temperature ,15
DPFZ,ps,16-08-2024,-,-,-,31,16-08-2024 15:53:31.589,August,Device temperature ,15
DPFZ,ps,16-08-2024,-,-,-,31,16-08-2024 15:53:32.593,August,Device temperature ,15
DPFZ,ps,16-08-2024,-,-,-,31,16-08-2024 15:53:33.597,August,Device temperature ,15
DPFZ,ps,16-08-2024,-,-,-,31,16-08-2024 15:53:34.592,August,Device temperature ,15
DPFZ,ps,16-08-2024,-,-,-,31,16-08-2024 15:53:35.592,August,Device temperature ,15
DPFZ,ps,16-08-2024,-,-,-,31,16-08-2024 15:53:36.596,August,Device temperature ,15
DPFZ,ps,16-08-2024,-,-,-,31,16-08-2024 15:53:37.592,August,Device temperature ,15
DPFZ,ps,16-08-2024,-,-,-,31,16-08-2024 15:53:38.590,August,Device temperature ,15
DPFZ,ps,16-08-2024,-,-,-,31,16-08-2024 15:53:39.589,August,Device temperature ,15
DPFZ,ps,16-08-2024,-,-,-,31,16-08-2024 15:53:40.591,August,Device temperature ,15
DPFZ,ps,16-08-2024,-,-,-,31,16-08-2024 15:53:41.597,August,Device temperature ,15
DPFZ,ps,16-08-2024,-,-,-,31,16-08-2024 15:53:42.592,August,Device temperature ,15
DPFZ,ps,16-08-2024,-,-,-,31,16-08-2024 15:53:43.587,August,Device temperature ,15
DPFZ,ps,16-08-2024,-,-,-,31,16-08-2024 15:53:44.588,August,Device temperature ,15
DPFZ,ps,16-08-2024,-,-,-,31,16-08-2024 15:53:45.594,August,Device temperature ,15
DPFZ,ps,16-08-2024,-,-,-,31,16-08-2024 15:53:46.595,August,Device temperature ,15
DPFZ,ps,16-08-2024,-,-,-,31,16-08-2024 15:53:47.598,August,Device temperature ,15
DPFZ,ps,16-08-2024,-,-,-,31,16-08-2024 15:53:48.595,August,Device temperature ,15
DPFZ,ps,16-08-2024,-,-,-,31,16-08-2024 15:53:49.597,August,Device temperature ,15
DPFZ,ps,16-08-2024,-,-,-,31,16-08-2024 15:53:50.597,August,Device temperature ,15
DPFZ,ps,16-08-2024,-,-,-,31,16-08-2024 15:53:51.591,August,Device temperature ,15
