,ps,15-04-2025,-,-,-,35,15-04-2025 11:01:18.289,April,35 - Temperature set to device,0
Water valve,ps,15-04-2025,W1,Tap Water,--,0,15-04-2025 11:01:20.196,April,Water Valve : 1 is On,0
Water valve,ps,15-04-2025,W2,Tap Water,--,0,15-04-2025 11:01:20.895,April,Water Valve : 2 is On,0
Water valve,ps,15-04-2025,W3,Tap Water,--,0,15-04-2025 11:01:21.599,April,Water Valve : 3 is On,0
Water valve,ps,15-04-2025,W4,Tap Water,--,0,15-04-2025 11:01:22.302,April,Water Valve : 4 is On,0
Water valve,ps,15-04-2025,W5,Tap Water,--,0,15-04-2025 11:01:23.007,April,Water Valve : 5 is On,0
Water valve,ps,15-04-2025,W6,Tap Water,--,0,15-04-2025 11:01:23.704,April,Water Valve : 6 is On,0
Water valve,ps,15-04-2025,-,-,-,0,15-04-2025 11:01:24.412,April,Home Reached,0
Water valve,ps,15-04-2025,-,-,-,0,15-04-2025 11:01:26.626,April,Home Reached,0
Water valve,ps,15-04-2025,U1,-,-,0,15-04-2025 11:01:31.971,April,Liquid Level - 959,0
Water valve,ps,15-04-2025,U2,-,-,0,15-04-2025 11:01:34.955,April,Liquid Level - 972,0
Water valve,ps,15-04-2025,U3,-,-,0,15-04-2025 11:01:37.935,April,Liquid Level - 965,0
Water valve,ps,15-04-2025,U4,-,-,0,15-04-2025 11:01:40.907,April,Liquid Level - 960,0
Water valve,ps,15-04-2025,U5,-,-,0,15-04-2025 11:01:43.887,April,Liquid Level - 956,0
Water valve,ps,15-04-2025,U6,-,-,0,15-04-2025 11:01:46.863,April,Liquid Level - 967,0
H&E,ps,15-04-2025,-,-,-,0,15-04-2025 11:03:00.653,April,Protorun Started,526
H&E,ps,15-04-2025,-,-,-,30,15-04-2025 11:03:10.769,April,30 - Temperature set to device,526
H&E,ps,15-04-2025,-,-,-,0,15-04-2025 11:03:11.976,April,Heater Switched On ,526
H&E,ps,15-04-2025,-,-,-,0,15-04-2025 11:03:13.015,April,Heater Door Closed,526
H&E,ps,15-04-2025,-,-,-,-273,15-04-2025 11:03:13.719,April,Device temperature ,526
H&E,ps,15-04-2025,-,-,-,545,15-04-2025 11:03:28.936,April,Device temperature ,526
H&E,ps,15-04-2025,-,-,-,545,15-04-2025 11:03:32.680,April,Device temperature ,526
H&E,ps,15-04-2025,W1,Tap Water,--,0,15-04-2025 11:03:44.125,April,Water Valve : 1 is Off,526
H&E,ps,15-04-2025,W2,Tap Water,--,0,15-04-2025 11:03:44.814,April,Water Valve : 2 is Off,526
H&E,ps,15-04-2025,W3,Tap Water,--,0,15-04-2025 11:03:45.498,April,Water Valve : 3 is Off,526
H&E,ps,15-04-2025,W4,Tap Water,--,0,15-04-2025 11:03:46.189,April,Water Valve : 4 is Off,526
H&E,ps,15-04-2025,W5,Tap Water,--,0,15-04-2025 11:03:46.888,April,Water Valve : 5 is Off,526
H&E,ps,15-04-2025,W6,Tap Water,--,0,15-04-2025 11:03:47.560,April,Water Valve : 6 is Off,526
H&E,ps,15-04-2025,-,-,-,0,15-04-2025 11:03:48.238,April,Home Reached,526
H&E,ps,15-04-2025,-,-,-,0,15-04-2025 11:03:50.502,April,Home Reached,526
H&E,ps,15-04-2025,L1,-,-,0,15-04-2025 11:04:00.001,April,Liquid Level - 959,526
H&E,ps,15-04-2025,L2,-,-,0,15-04-2025 11:04:02.991,April,Liquid Level - 964,526
H&E,ps,15-04-2025,L3,-,-,0,15-04-2025 11:04:05.969,April,Liquid Level - 958,526
H&E,ps,15-04-2025,-,-,-,0,15-04-2025 11:04:06.673,April,Home Reached,526
H&E,ps,15-04-2025,-,-,-,0,15-04-2025 11:04:08.387,April,Home Reached,526
H&E,ps,15-04-2025,,,R1,0,15-04-2025 11:04:09.680,April,Test Started,526
H&E,ps,15-04-2025,L1,Loading,R1,0,15-04-2025 11:04:17.341,April,Picked From,526
H&E,ps,15-04-2025,H1,Heating,R1,0,15-04-2025 11:04:24.436,April,Placed In,526
H&E,ps,15-04-2025,-,-,-,0,15-04-2025 11:04:25.478,April,Heater Door Closed,526
H&E,ps,15-04-2025,-,-,-,-273,15-04-2025 11:04:26.179,April,Device temperature ,526
H&E,ps,15-04-2025,-,-,-,545,15-04-2025 11:04:41.381,April,Device temperature ,526
H&E,ps,15-04-2025,-,-,-,545,15-04-2025 11:04:45.188,April,Device temperature ,526
H&E,ps,15-04-2025,-,-,-,545,15-04-2025 11:04:56.566,April,Device temperature ,526
H&E,ps,15-04-2025,-,-,-,545,15-04-2025 11:05:11.742,April,Device temperature ,526
H&E,ps,15-04-2025,-,-,-,545,15-04-2025 11:05:26.946,April,Device temperature ,526
H&E,ps,15-04-2025,-,-,-,545,15-04-2025 11:05:42.138,April,Device temperature ,526
H&E,ps,15-04-2025,-,-,-,545,15-04-2025 11:05:57.346,April,Device temperature ,526
H&E,ps,15-04-2025,-,-,-,545,15-04-2025 11:06:12.542,April,Device temperature ,526
H&E,ps,15-04-2025,-,-,-,545,15-04-2025 11:06:27.734,April,Device temperature ,526
H&E,ps,15-04-2025,-,-,-,-273,15-04-2025 11:06:42.929,April,Device temperature ,526
H&E,ps,15-04-2025,-,-,-,447,15-04-2025 11:06:58.134,April,Device temperature ,526
H&E,ps,15-04-2025,-,-,-,545,15-04-2025 11:07:13.334,April,Device temperature ,526
H&E,ps,15-04-2025,-,-,-,-273,15-04-2025 11:07:28.525,April,Device temperature ,526
H&E,ps,15-04-2025,-,-,-,545,15-04-2025 11:07:43.710,April,Device temperature ,526
H&E,ps,15-04-2025,-,-,-,545,15-04-2025 11:07:58.905,April,Device temperature ,526
H&E,ps,15-04-2025,-,-,-,447,15-04-2025 11:08:14.114,April,Device temperature ,526
H&E,ps,15-04-2025,-,-,-,545,15-04-2025 11:08:29.318,April,Device temperature ,526
H&E,ps,15-04-2025,-,-,-,545,15-04-2025 11:08:44.515,April,Device temperature ,526
H&E,ps,15-04-2025,-,-,-,447,15-04-2025 11:08:59.704,April,Device temperature ,526
H&E,ps,15-04-2025,-,-,-,545,15-04-2025 11:09:14.902,April,Device temperature ,526
H&E,ps,15-04-2025,-,-,-,545,15-04-2025 11:09:30.079,April,Device temperature ,526
H&E,ps,15-04-2025,-,-,-,545,15-04-2025 11:09:45.261,April,Device temperature ,526
H&E,ps,15-04-2025,-,-,-,545,15-04-2025 11:10:00.479,April,Device temperature ,526
H&E,ps,15-04-2025,-,-,-,545,15-04-2025 11:10:15.668,April,Device temperature ,526
H&E,ps,15-04-2025,-,-,-,0,15-04-2025 11:10:29.984,April,Heater Door Opened,526
H&E,ps,15-04-2025,,,R2,0,15-04-2025 11:10:30.516,April,Test Started,526
H&E,ps,15-04-2025,L2,Loading,R2,0,15-04-2025 11:10:37.690,April,Picked From,526
H&E,ps,15-04-2025,H2,Heating,R2,0,15-04-2025 11:10:44.826,April,Placed In,526
H&E,ps,15-04-2025,-,-,-,0,15-04-2025 11:10:45.877,April,Heater Door Closed,526
